date,term,kind,value
2015-02-01,mary janes,accessory,1
2015-03-01,mary janes,accessory,1
2015-04-01,mary janes,accessory,1
2015-05-01,mary janes,accessory,1
2015-06-01,mary janes,accessory,1
2015-07-01,mary janes,accessory,1
2015-08-01,mary janes,accessory,1
2015-09-01,mary janes,accessory,1
2015-10-01,mary janes,accessory,1
2015-11-01,mary janes,accessory,1
2015-12-01,mary janes,accessory,1
2016-01-01,mary janes,accessory,1
2016-02-01,mary janes,accessory,1
2016-03-01,mary janes,accessory,1
2016-04-01,mary janes,accessory,1
2016-05-01,mary janes,accessory,1
2016-06-01,mary janes,accessory,1
2016-07-01,mary janes,accessory,1
2016-08-01,mary janes,accessory,1
2016-09-01,mary janes,accessory,1
2016-10-01,mary janes,accessory,1
2016-11-01,mary janes,accessory,1
2016-12-01,mary janes,accessory,1
2017-01-01,mary janes,accessory,1
2017-02-01,mary janes,accessory,1
2017-03-01,mary janes,accessory,1
2017-04-01,mary janes,accessory,1
2017-05-01,mary janes,accessory,1
2017-06-01,mary janes,accessory,1
2017-07-01,mary janes,accessory,1
2017-08-01,mary janes,accessory,1
2017-09-01,mary janes,accessory,1
2017-10-01,mary janes,accessory,1
2017-11-01,mary janes,accessory,1
2017-12-01,mary janes,accessory,1
2018-01-01,mary janes,accessory,1
2018-02-01,mary janes,accessory,1
2018-03-01,mary janes,accessory,1
2018-04-01,mary janes,accessory,1
2018-05-01,mary janes,accessory,1
2018-06-01,mary janes,accessory,1
2018-07-01,mary janes,accessory,1
2018-08-01,mary janes,accessory,1
2018-09-01,mary janes,accessory,1
2018-10-01,mary janes,accessory,1
2018-11-01,mary janes,accessory,1
2018-12-01,mary janes,accessory,1
2019-01-01,mary janes,accessory,1
2019-02-01,mary janes,accessory,1
2019-03-01,mary janes,accessory,1
2019-04-01,mary janes,accessory,1
2019-05-01,mary janes,accessory,1
2019-06-01,mary janes,accessory,1
2019-07-01,mary janes,accessory,1
2019-08-01,mary janes,accessory,1
2019-09-01,mary janes,accessory,1
2019-10-01,mary janes,accessory,1
2019-11-01,mary janes,accessory,1
2019-12-01,mary janes,accessory,1
2020-01-01,mary janes,accessory,1
2020-02-01,mary janes,accessory,1
2020-03-01,mary janes,accessory,0
2020-04-01,mary janes,accessory,0
2020-05-01,mary janes,accessory,1
2020-06-01,mary janes,accessory,1
2020-07-01,mary janes,accessory,1
2020-08-01,mary janes,accessory,1
2020-09-01,mary janes,accessory,1
2020-10-01,mary janes,accessory,1
2020-11-01,mary janes,accessory,1
2020-12-01,mary janes,accessory,1
2021-01-01,mary janes,accessory,1
2021-02-01,mary janes,accessory,1
2021-03-01,mary janes,accessory,1
2021-04-01,mary janes,accessory,1
2021-05-01,mary janes,accessory,1
2021-06-01,mary janes,accessory,1
2021-07-01,mary janes,accessory,1
2021-08-01,mary janes,accessory,1
2021-09-01,mary janes,accessory,1
2021-10-01,mary janes,accessory,1
2021-11-01,mary janes,accessory,1
2021-12-01,mary janes,accessory,1
2022-01-01,mary janes,accessory,1
2022-02-01,mary janes,accessory,1
2022-03-01,mary janes,accessory,1
2022-04-01,mary janes,accessory,1
2022-05-01,mary janes,accessory,1
2022-06-01,mary janes,accessory,1
2022-07-01,mary janes,accessory,1
2022-08-01,mary janes,accessory,1
2022-09-01,mary janes,accessory,1
2022-10-01,mary janes,accessory,1
2022-11-01,mary janes,accessory,1
2022-12-01,mary janes,accessory,1
2023-01-01,mary janes,accessory,1
2023-02-01,mary janes,accessory,1
2023-03-01,mary janes,accessory,1
2023-04-01,mary janes,accessory,1
2023-05-01,mary janes,accessory,1
2023-06-01,mary janes,accessory,1
2023-07-01,mary janes,accessory,1
2023-08-01,mary janes,accessory,1
2023-09-01,mary janes,accessory,2
2023-10-01,mary janes,accessory,2
2023-11-01,mary janes,accessory,2
2023-12-01,mary janes,accessory,2
2024-01-01,mary janes,accessory,1
2024-02-01,mary janes,accessory,2
2024-03-01,mary janes,accessory,2
2024-04-01,mary janes,accessory,2
2024-05-01,mary janes,accessory,2
2024-06-01,mary janes,accessory,2
2024-07-01,mary janes,accessory,2
2024-08-01,mary janes,accessory,2
2024-09-01,mary janes,accessory,3
2024-10-01,mary janes,accessory,2
2024-11-01,mary janes,accessory,2
2024-12-01,mary janes,accessory,2
2025-01-01,mary janes,accessory,2
2025-02-01,mary janes,accessory,2
2025-03-01,mary janes,accessory,2
2025-04-01,mary janes,accessory,2
2025-05-01,mary janes,accessory,2
2025-06-01,mary janes,accessory,2
2025-07-01,mary janes,accessory,2
2025-08-01,mary janes,accessory,3
2025-09-01,mary janes,accessory,3
2025-10-01,mary janes,accessory,3
2025-11-01,mary janes,accessory,3
2025-12-01,mary janes,accessory,3
2026-01-01,mary janes,accessory,2
2026-02-01,mary janes,accessory,2
2026-03-01,mary janes,accessory,3
2026-04-01,mary janes,accessory,4
2026-05-01,mary janes,accessory,4
2026-06-01,mary janes,accessory,3
2026-07-01,mary janes,accessory,3
2015-01-01,shoulder bag,accessory,2
2015-02-01,shoulder bag,accessory,2
2015-03-01,shoulder bag,accessory,2
2015-04-01,shoulder bag,accessory,2
2015-05-01,shoulder bag,accessory,2
2015-06-01,shoulder bag,accessory,2
2015-07-01,shoulder bag,accessory,3
2015-08-01,shoulder bag,accessory,3
2015-09-01,shoulder bag,accessory,2
2015-10-01,shoulder bag,accessory,2
2015-11-01,shoulder bag,accessory,3
2015-12-01,shoulder bag,accessory,3
2016-01-01,shoulder bag,accessory,3
2016-02-01,shoulder bag,accessory,3
2016-03-01,shoulder bag,accessory,3
2016-04-01,shoulder bag,accessory,3
2016-05-01,shoulder bag,accessory,3
2016-06-01,shoulder bag,accessory,3
2016-07-01,shoulder bag,accessory,3
2016-08-01,shoulder bag,accessory,3
2016-09-01,shoulder bag,accessory,3
2016-10-01,shoulder bag,accessory,3
2016-11-01,shoulder bag,accessory,3
2016-12-01,shoulder bag,accessory,4
2017-01-01,shoulder bag,accessory,3
2017-02-01,shoulder bag,accessory,3
2017-03-01,shoulder bag,accessory,3
2017-04-01,shoulder bag,accessory,3
2017-05-01,shoulder bag,accessory,3
2017-06-01,shoulder bag,accessory,3
2017-07-01,shoulder bag,accessory,3
2017-08-01,shoulder bag,accessory,4
2017-09-01,shoulder bag,accessory,3
2017-10-01,shoulder bag,accessory,3
2017-11-01,shoulder bag,accessory,4
2017-12-01,shoulder bag,accessory,5
2018-01-01,shoulder bag,accessory,4
2018-02-01,shoulder bag,accessory,4
2018-03-01,shoulder bag,accessory,4
2018-04-01,shoulder bag,accessory,4
2018-05-01,shoulder bag,accessory,4
2018-06-01,shoulder bag,accessory,4
2018-07-01,shoulder bag,accessory,4
2018-08-01,shoulder bag,accessory,4
2018-09-01,shoulder bag,accessory,4
2018-10-01,shoulder bag,accessory,4
2018-11-01,shoulder bag,accessory,4
2018-12-01,shoulder bag,accessory,5
2019-01-01,shoulder bag,accessory,4
2019-02-01,shoulder bag,accessory,4
2019-03-01,shoulder bag,accessory,4
2019-04-01,shoulder bag,accessory,4
2019-05-01,shoulder bag,accessory,4
2019-06-01,shoulder bag,accessory,4
2019-07-01,shoulder bag,accessory,5
2019-08-01,shoulder bag,accessory,5
2019-09-01,shoulder bag,accessory,4
2019-10-01,shoulder bag,accessory,4
2019-11-01,shoulder bag,accessory,5
2019-12-01,shoulder bag,accessory,6
2020-01-01,shoulder bag,accessory,5
2020-02-01,shoulder bag,accessory,4
2020-03-01,shoulder bag,accessory,3
2020-04-01,shoulder bag,accessory,3
2020-05-01,shoulder bag,accessory,4
2020-06-01,shoulder bag,accessory,4
2020-07-01,shoulder bag,accessory,5
2020-08-01,shoulder bag,accessory,5
2020-09-01,shoulder bag,accessory,5
2020-10-01,shoulder bag,accessory,5
2020-11-01,shoulder bag,accessory,5
2020-12-01,shoulder bag,accessory,6
2021-01-01,shoulder bag,accessory,5
2021-02-01,shoulder bag,accessory,4
2021-03-01,shoulder bag,accessory,4
2021-04-01,shoulder bag,accessory,5
2021-05-01,shoulder bag,accessory,5
2021-06-01,shoulder bag,accessory,5
2021-07-01,shoulder bag,accessory,5
2021-08-01,shoulder bag,accessory,5
2021-09-01,shoulder bag,accessory,5
2021-10-01,shoulder bag,accessory,5
2021-11-01,shoulder bag,accessory,6
2021-12-01,shoulder bag,accessory,7
2022-01-01,shoulder bag,accessory,6
2022-02-01,shoulder bag,accessory,6
2022-03-01,shoulder bag,accessory,6
2022-04-01,shoulder bag,accessory,6
2022-05-01,shoulder bag,accessory,6
2022-06-01,shoulder bag,accessory,6
2022-07-01,shoulder bag,accessory,7
2022-08-01,shoulder bag,accessory,7
2022-09-01,shoulder bag,accessory,6
2022-10-01,shoulder bag,accessory,6
2022-11-01,shoulder bag,accessory,6
2022-12-01,shoulder bag,accessory,7
2023-01-01,shoulder bag,accessory,6
2023-02-01,shoulder bag,accessory,6
2023-03-01,shoulder bag,accessory,6
2023-04-01,shoulder bag,accessory,6
2023-05-01,shoulder bag,accessory,7
2023-06-01,shoulder bag,accessory,7
2023-07-01,shoulder bag,accessory,7
2023-08-01,shoulder bag,accessory,7
2023-09-01,shoulder bag,accessory,7
2023-10-01,shoulder bag,accessory,7
2023-11-01,shoulder bag,accessory,9
2023-12-01,shoulder bag,accessory,9
2024-01-01,shoulder bag,accessory,8
2024-02-01,shoulder bag,accessory,7
2024-03-01,shoulder bag,accessory,7
2024-04-01,shoulder bag,accessory,7
2024-05-01,shoulder bag,accessory,8
2024-06-01,shoulder bag,accessory,9
2024-07-01,shoulder bag,accessory,9
2024-08-01,shoulder bag,accessory,10
2024-09-01,shoulder bag,accessory,9
2024-10-01,shoulder bag,accessory,8
2024-11-01,shoulder bag,accessory,10
2024-12-01,shoulder bag,accessory,13
2025-01-01,shoulder bag,accessory,10
2025-02-01,shoulder bag,accessory,9
2025-03-01,shoulder bag,accessory,9
2025-04-01,shoulder bag,accessory,10
2025-05-01,shoulder bag,accessory,10
2025-06-01,shoulder bag,accessory,10
2025-07-01,shoulder bag,accessory,12
2025-08-01,shoulder bag,accessory,15
2025-09-01,shoulder bag,accessory,13
2025-10-01,shoulder bag,accessory,12
2025-11-01,shoulder bag,accessory,16
2025-12-01,shoulder bag,accessory,16
2026-01-01,shoulder bag,accessory,13
2026-02-01,shoulder bag,accessory,31
2026-03-01,shoulder bag,accessory,32
2026-04-01,shoulder bag,accessory,100
2026-05-01,shoulder bag,accessory,90
2026-06-01,shoulder bag,accessory,33
2026-07-01,shoulder bag,accessory,15
2015-01-01,animal print,print,5
2015-02-01,animal print,print,4
2015-03-01,animal print,print,4
2015-04-01,animal print,print,4
2015-05-01,animal print,print,4
2015-06-01,animal print,print,4
2015-07-01,animal print,print,4
2015-08-01,animal print,print,4
2015-09-01,animal print,print,4
2015-10-01,animal print,print,4
2015-11-01,animal print,print,4
2015-12-01,animal print,print,4
2016-01-01,animal print,print,3
2016-02-01,animal print,print,3
2016-03-01,animal print,print,3
2016-04-01,animal print,print,3
2016-05-01,animal print,print,3
2016-06-01,animal print,print,3
2016-07-01,animal print,print,3
2016-08-01,animal print,print,3
2016-09-01,animal print,print,3
2016-10-01,animal print,print,3
2016-11-01,animal print,print,3
2016-12-01,animal print,print,3
2017-01-01,animal print,print,2
2017-02-01,animal print,print,2
2017-03-01,animal print,print,2
2017-04-01,animal print,print,2
2017-05-01,animal print,print,2
2017-06-01,animal print,print,2
2017-07-01,animal print,print,2
2017-08-01,animal print,print,2
2017-09-01,animal print,print,2
2017-10-01,animal print,print,2
2017-11-01,animal print,print,2
2017-12-01,animal print,print,2
2018-01-01,animal print,print,2
2018-02-01,animal print,print,2
2018-03-01,animal print,print,2
2018-04-01,animal print,print,2
2018-05-01,animal print,print,2
2018-06-01,animal print,print,2
2018-07-01,animal print,print,2
2018-08-01,animal print,print,3
2018-09-01,animal print,print,4
2018-10-01,animal print,print,4
2018-11-01,animal print,print,4
2018-12-01,animal print,print,4
2019-01-01,animal print,print,4
2019-02-01,animal print,print,4
2019-03-01,animal print,print,4
2019-04-01,animal print,print,4
2019-05-01,animal print,print,4
2019-06-01,animal print,print,4
2019-07-01,animal print,print,4
2019-08-01,animal print,print,4
2019-09-01,animal print,print,5
2019-10-01,animal print,print,5
2019-11-01,animal print,print,5
2019-12-01,animal print,print,5
2020-01-01,animal print,print,4
2020-02-01,animal print,print,4
2020-03-01,animal print,print,3
2020-04-01,animal print,print,3
2020-05-01,animal print,print,4
2020-06-01,animal print,print,4
2020-07-01,animal print,print,4
2020-08-01,animal print,print,4
2020-09-01,animal print,print,4
2020-10-01,animal print,print,4
2020-11-01,animal print,print,4
2020-12-01,animal print,print,4
2021-01-01,animal print,print,4
2021-02-01,animal print,print,4
2021-03-01,animal print,print,4
2021-04-01,animal print,print,4
2021-05-01,animal print,print,4
2021-06-01,animal print,print,4
2021-07-01,animal print,print,4
2021-08-01,animal print,print,4
2021-09-01,animal print,print,4
2021-10-01,animal print,print,4
2021-11-01,animal print,print,4
2021-12-01,animal print,print,4
2022-01-01,animal print,print,4
2022-02-01,animal print,print,4
2022-03-01,animal print,print,4
2022-04-01,animal print,print,4
2022-05-01,animal print,print,4
2022-06-01,animal print,print,4
2022-07-01,animal print,print,4
2022-08-01,animal print,print,4
2022-09-01,animal print,print,4
2022-10-01,animal print,print,4
2022-11-01,animal print,print,4
2022-12-01,animal print,print,4
2023-01-01,animal print,print,3
2023-02-01,animal print,print,4
2023-03-01,animal print,print,3
2023-04-01,animal print,print,3
2023-05-01,animal print,print,3
2023-06-01,animal print,print,3
2023-07-01,animal print,print,3
2023-08-01,animal print,print,3
2023-09-01,animal print,print,3
2023-10-01,animal print,print,3
2023-11-01,animal print,print,3
2023-12-01,animal print,print,3
2024-01-01,animal print,print,3
2024-02-01,animal print,print,3
2024-03-01,animal print,print,3
2024-04-01,animal print,print,3
2024-05-01,animal print,print,3
2024-06-01,animal print,print,3
2024-07-01,animal print,print,3
2024-08-01,animal print,print,4
2024-09-01,animal print,print,4
2024-10-01,animal print,print,5
2024-11-01,animal print,print,4
2024-12-01,animal print,print,4
2025-01-01,animal print,print,4
2025-02-01,animal print,print,4
2025-03-01,animal print,print,4
2025-04-01,animal print,print,4
2025-05-01,animal print,print,4
2025-06-01,animal print,print,4
2025-07-01,animal print,print,4
2025-08-01,animal print,print,4
2025-09-01,animal print,print,5
2025-10-01,animal print,print,5
2025-11-01,animal print,print,5
2025-12-01,animal print,print,5
2026-01-01,animal print,print,5
2026-02-01,animal print,print,15
2026-03-01,animal print,print,6
2026-04-01,animal print,print,8
2026-05-01,animal print,print,7
2026-06-01,animal print,print,5
2026-07-01,animal print,print,4
2015-01-01,leopard print,print,7
2015-02-01,leopard print,print,7
2015-03-01,leopard print,print,6
2015-04-01,leopard print,print,6
2015-05-01,leopard print,print,5
2015-06-01,leopard print,print,5
2015-07-01,leopard print,print,5
2015-08-01,leopard print,print,6
2015-09-01,leopard print,print,6
2015-10-01,leopard print,print,7
2015-11-01,leopard print,print,6
2015-12-01,leopard print,print,6
2016-01-01,leopard print,print,6
2016-02-01,leopard print,print,5
2016-03-01,leopard print,print,5
2016-04-01,leopard print,print,5
2016-05-01,leopard print,print,4
2016-06-01,leopard print,print,4
2016-07-01,leopard print,print,4
2016-08-01,leopard print,print,4
2016-09-01,leopard print,print,5
2016-10-01,leopard print,print,6
2016-11-01,leopard print,print,6
2016-12-01,leopard print,print,6
2017-01-01,leopard print,print,5
2017-02-01,leopard print,print,4
2017-03-01,leopard print,print,5
2017-04-01,leopard print,print,4
2017-05-01,leopard print,print,4
2017-06-01,leopard print,print,4
2017-07-01,leopard print,print,4
2017-08-01,leopard print,print,4
2017-09-01,leopard print,print,5
2017-10-01,leopard print,print,6
2017-11-01,leopard print,print,6
2017-12-01,leopard print,print,6
2018-01-01,leopard print,print,6
2018-02-01,leopard print,print,5
2018-03-01,leopard print,print,5
2018-04-01,leopard print,print,5
2018-05-01,leopard print,print,5
2018-06-01,leopard print,print,6
2018-07-01,leopard print,print,7
2018-08-01,leopard print,print,10
2018-09-01,leopard print,print,13
2018-10-01,leopard print,print,14
2018-11-01,leopard print,print,14
2018-12-01,leopard print,print,12
2019-01-01,leopard print,print,11
2019-02-01,leopard print,print,12
2019-03-01,leopard print,print,11
2019-04-01,leopard print,print,10
2019-05-01,leopard print,print,10
2019-06-01,leopard print,print,9
2019-07-01,leopard print,print,10
2019-08-01,leopard print,print,11
2019-09-01,leopard print,print,12
2019-10-01,leopard print,print,14
2019-11-01,leopard print,print,13
2019-12-01,leopard print,print,13
2020-01-01,leopard print,print,11
2020-02-01,leopard print,print,10
2020-03-01,leopard print,print,8
2020-04-01,leopard print,print,8
2020-05-01,leopard print,print,9
2020-06-01,leopard print,print,9
2020-07-01,leopard print,print,9
2020-08-01,leopard print,print,10
2020-09-01,leopard print,print,10
2020-10-01,leopard print,print,11
2020-11-01,leopard print,print,10
2020-12-01,leopard print,print,10
2021-01-01,leopard print,print,9
2021-02-01,leopard print,print,8
2021-03-01,leopard print,print,9
2021-04-01,leopard print,print,9
2021-05-01,leopard print,print,8
2021-06-01,leopard print,print,8
2021-07-01,leopard print,print,8
2021-08-01,leopard print,print,9
2021-09-01,leopard print,print,9
2021-10-01,leopard print,print,10
2021-11-01,leopard print,print,10
2021-12-01,leopard print,print,10
2022-01-01,leopard print,print,8
2022-02-01,leopard print,print,8
2022-03-01,leopard print,print,7
2022-04-01,leopard print,print,7
2022-05-01,leopard print,print,7
2022-06-01,leopard print,print,6
2022-07-01,leopard print,print,6
2022-08-01,leopard print,print,7
2022-09-01,leopard print,print,7
2022-10-01,leopard print,print,7
2022-11-01,leopard print,print,7
2022-12-01,leopard print,print,7
2023-01-01,leopard print,print,6
2023-02-01,leopard print,print,6
2023-03-01,leopard print,print,6
2023-04-01,leopard print,print,6
2023-05-01,leopard print,print,5
2023-06-01,leopard print,print,5
2023-07-01,leopard print,print,5
2023-08-01,leopard print,print,6
2023-09-01,leopard print,print,5
2023-10-01,leopard print,print,6
2023-11-01,leopard print,print,6
2023-12-01,leopard print,print,6
2024-01-01,leopard print,print,7
2024-02-01,leopard print,print,7
2024-03-01,leopard print,print,8
2024-04-01,leopard print,print,9
2024-05-01,leopard print,print,9
2024-06-01,leopard print,print,9
2024-07-01,leopard print,print,10
2024-08-01,leopard print,print,12
2024-09-01,leopard print,print,16
2024-10-01,leopard print,print,16
2024-11-01,leopard print,print,14
2024-12-01,leopard print,print,13
2025-01-01,leopard print,print,13
2025-02-01,leopard print,print,14
2025-03-01,leopard print,print,13
2025-04-01,leopard print,print,12
2025-05-01,leopard print,print,11
2025-06-01,leopard print,print,11
2025-07-01,leopard print,print,12
2025-08-01,leopard print,print,14
2025-09-01,leopard print,print,14
2025-10-01,leopard print,print,16
2025-11-01,leopard print,print,17
2025-12-01,leopard print,print,16
2026-01-01,leopard print,print,16
2026-02-01,leopard print,print,38
2026-03-01,leopard print,print,19
2026-04-01,leopard print,print,25
2026-05-01,leopard print,print,22
2026-06-01,leopard print,print,15
2026-07-01,leopard print,print,13
2015-01-01,floral dress,print,3
2015-02-01,floral dress,print,4
2015-03-01,floral dress,print,6
2015-04-01,floral dress,print,7
2015-05-01,floral dress,print,7
2015-06-01,floral dress,print,6
2015-07-01,floral dress,print,6
2015-08-01,floral dress,print,5
2015-09-01,floral dress,print,4
2015-10-01,floral dress,print,4
2015-11-01,floral dress,print,3
2015-12-01,floral dress,print,3
2016-01-01,floral dress,print,5
2016-02-01,floral dress,print,6
2016-03-01,floral dress,print,7
2016-04-01,floral dress,print,9
2016-05-01,floral dress,print,9
2016-06-01,floral dress,print,8
2016-07-01,floral dress,print,8
2016-08-01,floral dress,print,7
2016-09-01,floral dress,print,6
2016-10-01,floral dress,print,5
2016-11-01,floral dress,print,5
2016-12-01,floral dress,print,4
2017-01-01,floral dress,print,6
2017-02-01,floral dress,print,7
2017-03-01,floral dress,print,10
2017-04-01,floral dress,print,12
2017-05-01,floral dress,print,12
2017-06-01,floral dress,print,12
2017-07-01,floral dress,print,10
2017-08-01,floral dress,print,9
2017-09-01,floral dress,print,8
2017-10-01,floral dress,print,8
2017-11-01,floral dress,print,6
2017-12-01,floral dress,print,5
2018-01-01,floral dress,print,7
2018-02-01,floral dress,print,9
2018-03-01,floral dress,print,12
2018-04-01,floral dress,print,13
2018-05-01,floral dress,print,13
2018-06-01,floral dress,print,13
2018-07-01,floral dress,print,12
2018-08-01,floral dress,print,9
2018-09-01,floral dress,print,7
2018-10-01,floral dress,print,6
2018-11-01,floral dress,print,5
2018-12-01,floral dress,print,5
2019-01-01,floral dress,print,7
2019-02-01,floral dress,print,8
2019-03-01,floral dress,print,11
2019-04-01,floral dress,print,13
2019-05-01,floral dress,print,12
2019-06-01,floral dress,print,12
2019-07-01,floral dress,print,11
2019-08-01,floral dress,print,10
2019-09-01,floral dress,print,9
2019-10-01,floral dress,print,7
2019-11-01,floral dress,print,6
2019-12-01,floral dress,print,6
2020-01-01,floral dress,print,8
2020-02-01,floral dress,print,9
2020-03-01,floral dress,print,6
2020-04-01,floral dress,print,6
2020-05-01,floral dress,print,8
2020-06-01,floral dress,print,9
2020-07-01,floral dress,print,9
2020-08-01,floral dress,print,9
2020-09-01,floral dress,print,7
2020-10-01,floral dress,print,6
2020-11-01,floral dress,print,5
2020-12-01,floral dress,print,5
2021-01-01,floral dress,print,6
2021-02-01,floral dress,print,7
2021-03-01,floral dress,print,10
2021-04-01,floral dress,print,12
2021-05-01,floral dress,print,12
2021-06-01,floral dress,print,14
2021-07-01,floral dress,print,13
2021-08-01,floral dress,print,11
2021-09-01,floral dress,print,10
2021-10-01,floral dress,print,8
2021-11-01,floral dress,print,7
2021-12-01,floral dress,print,6
2022-01-01,floral dress,print,8
2022-02-01,floral dress,print,11
2022-03-01,floral dress,print,14
2022-04-01,floral dress,print,16
2022-05-01,floral dress,print,16
2022-06-01,floral dress,print,14
2022-07-01,floral dress,print,13
2022-08-01,floral dress,print,12
2022-09-01,floral dress,print,10
2022-10-01,floral dress,print,8
2022-11-01,floral dress,print,7
2022-12-01,floral dress,print,6
2023-01-01,floral dress,print,9
2023-02-01,floral dress,print,11
2023-03-01,floral dress,print,13
2023-04-01,floral dress,print,15
2023-05-01,floral dress,print,15
2023-06-01,floral dress,print,15
2023-07-01,floral dress,print,14
2023-08-01,floral dress,print,12
2023-09-01,floral dress,print,11
2023-10-01,floral dress,print,9
2023-11-01,floral dress,print,8
2023-12-01,floral dress,print,7
2024-01-01,floral dress,print,11
2024-02-01,floral dress,print,13
2024-03-01,floral dress,print,17
2024-04-01,floral dress,print,19
2024-05-01,floral dress,print,18
2024-06-01,floral dress,print,17
2024-07-01,floral dress,print,16
2024-08-01,floral dress,print,14
2024-09-01,floral dress,print,12
2024-10-01,floral dress,print,10
2024-11-01,floral dress,print,9
2024-12-01,floral dress,print,8
2025-01-01,floral dress,print,12
2025-02-01,floral dress,print,14
2025-03-01,floral dress,print,20
2025-04-01,floral dress,print,21
2025-05-01,floral dress,print,20
2025-06-01,floral dress,print,16
2025-07-01,floral dress,print,18
2025-08-01,floral dress,print,20
2025-09-01,floral dress,print,18
2025-10-01,floral dress,print,13
2025-11-01,floral dress,print,13
2025-12-01,floral dress,print,10
2026-01-01,floral dress,print,15
2026-02-01,floral dress,print,63
2026-03-01,floral dress,print,38
2026-04-01,floral dress,print,100
2026-05-01,floral dress,print,76
2026-06-01,floral dress,print,42
2026-07-01,floral dress,print,18
2015-01-01,polka dot,print,10
2015-02-01,polka dot,print,10
2015-03-01,polka dot,print,11
2015-04-01,polka dot,print,11
2015-05-01,polka dot,print,12
2015-06-01,polka dot,print,11
2015-07-01,polka dot,print,12
2015-08-01,polka dot,print,11
2015-09-01,polka dot,print,10
2015-10-01,polka dot,print,10
2015-11-01,polka dot,print,9
2015-12-01,polka dot,print,9
2016-01-01,polka dot,print,10
2016-02-01,polka dot,print,10
2016-03-01,polka dot,print,10
2016-04-01,polka dot,print,10
2016-05-01,polka dot,print,10
2016-06-01,polka dot,print,9
2016-07-01,polka dot,print,10
2016-08-01,polka dot,print,9
2016-09-01,polka dot,print,9
2016-10-01,polka dot,print,9
2016-11-01,polka dot,print,8
2016-12-01,polka dot,print,8
2017-01-01,polka dot,print,8
2017-02-01,polka dot,print,8
2017-03-01,polka dot,print,9
2017-04-01,polka dot,print,9
2017-05-01,polka dot,print,9
2017-06-01,polka dot,print,9
2017-07-01,polka dot,print,10
2017-08-01,polka dot,print,9
2017-09-01,polka dot,print,9
2017-10-01,polka dot,print,9
2017-11-01,polka dot,print,8
2017-12-01,polka dot,print,8
2018-01-01,polka dot,print,9
2018-02-01,polka dot,print,9
2018-03-01,polka dot,print,10
2018-04-01,polka dot,print,10
2018-05-01,polka dot,print,12
2018-06-01,polka dot,print,12
2018-07-01,polka dot,print,13
2018-08-01,polka dot,print,11
2018-09-01,polka dot,print,9
2018-10-01,polka dot,print,9
2018-11-01,polka dot,print,8
2018-12-01,polka dot,print,8
2019-01-01,polka dot,print,9
2019-02-01,polka dot,print,9
2019-03-01,polka dot,print,11
2019-04-01,polka dot,print,12
2019-05-01,polka dot,print,12
2019-06-01,polka dot,print,12
2019-07-01,polka dot,print,12
2019-08-01,polka dot,print,11
2019-09-01,polka dot,print,11
2019-10-01,polka dot,print,9
2019-11-01,polka dot,print,9
2019-12-01,polka dot,print,9
2020-01-01,polka dot,print,10
2020-02-01,polka dot,print,10
2020-03-01,polka dot,print,8
2020-04-01,polka dot,print,8
2020-05-01,polka dot,print,10
2020-06-01,polka dot,print,10
2020-07-01,polka dot,print,11
2020-08-01,polka dot,print,12
2020-09-01,polka dot,print,10
2020-10-01,polka dot,print,9
2020-11-01,polka dot,print,8
2020-12-01,polka dot,print,8
2021-01-01,polka dot,print,9
2021-02-01,polka dot,print,10
2021-03-01,polka dot,print,10
2021-04-01,polka dot,print,11
2021-05-01,polka dot,print,11
2021-06-01,polka dot,print,10
2021-07-01,polka dot,print,11
2021-08-01,polka dot,print,17
2021-09-01,polka dot,print,11
2021-10-01,polka dot,print,9
2021-11-01,polka dot,print,9
2021-12-01,polka dot,print,9
2022-01-01,polka dot,print,8
2022-02-01,polka dot,print,8
2022-03-01,polka dot,print,9
2022-04-01,polka dot,print,9
2022-05-01,polka dot,print,9
2022-06-01,polka dot,print,9
2022-07-01,polka dot,print,9
2022-08-01,polka dot,print,8
2022-09-01,polka dot,print,7
2022-10-01,polka dot,print,7
2022-11-01,polka dot,print,6
2022-12-01,polka dot,print,6
2023-01-01,polka dot,print,6
2023-02-01,polka dot,print,7
2023-03-01,polka dot,print,7
2023-04-01,polka dot,print,7
2023-05-01,polka dot,print,8
2023-06-01,polka dot,print,8
2023-07-01,polka dot,print,8
2023-08-01,polka dot,print,7
2023-09-01,polka dot,print,7
2023-10-01,polka dot,print,6
2023-11-01,polka dot,print,6
2023-12-01,polka dot,print,6
2024-01-01,polka dot,print,6
2024-02-01,polka dot,print,6
2024-03-01,polka dot,print,7
2024-04-01,polka dot,print,7
2024-05-01,polka dot,print,7
2024-06-01,polka dot,print,7
2024-07-01,polka dot,print,8
2024-08-01,polka dot,print,7
2024-09-01,polka dot,print,7
2024-10-01,polka dot,print,7
2024-11-01,polka dot,print,6
2024-12-01,polka dot,print,8
2025-01-01,polka dot,print,11
2025-02-01,polka dot,print,9
2025-03-01,polka dot,print,11
2025-04-01,polka dot,print,12
2025-05-01,polka dot,print,13
2025-06-01,polka dot,print,14
2025-07-01,polka dot,print,18
2025-08-01,polka dot,print,19
2025-09-01,polka dot,print,16
2025-10-01,polka dot,print,17
2025-11-01,polka dot,print,17
2025-12-01,polka dot,print,17
2026-01-01,polka dot,print,20
2026-02-01,polka dot,print,40
2026-03-01,polka dot,print,31
2026-04-01,polka dot,print,41
2026-05-01,polka dot,print,38
